Unnamed: 0,Unnamed: 1,ID,Name,Price,Brand,Rating,Total Ratings,Cleaned_Price,Clean_Rating,Brand Name,RAM,URL
106,,107,Redmi Note 12 || 8GB Ram 128GB Rom || 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 33W wired ||,"Rs. 50,449
Rs. 63,999-21%",No Brand,"4.0
Excellent",2,50449,4,Redmi,8,https://www.daraz.pk/products/12-6-gb-128-13-mp-50-mp-8-mp-2-mp-5000-mah-i429696247-s2046485132.html?spm=a2a0e.searchlist.sku.8.47d46dc2KHJTnu&search=1
107,,108,Itel A60s || 4GB RAM 128GB ROM || 8MP camera || 5000 mAh bettery || PTA approved || 1year brand warranty,"Rs. 22,999
Rs. 25,000-8%",No Brand,"4.3
Excellent",9,22999,4.3,Itel,4,https://www.daraz.pk/products/itel-a60s-4gb-ram-128gb-rom-66-hd-display-5000mah-battery-pta-approved-official-brand-warranty-i432849791-s2069109931.html?spm=a2a0e.searchlist.sku.2.68903e7ejI9A0E&search=1
108,,109,"Redmi Note 12 Pro , 8GB Ram 256GB Rom , 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 67W","Rs. 88,999
Rs. 94,999-6%",No Brand,"4.5
Excellent",2,88999,4.5,Redmi,8,https://www.daraz.pk/products/12-6-gb-128-13-mp-50-mp-8-mp-2-mp-5000-mah-i429696247-s2046485132.html?spm=a2a0e.searchlist.sku.8.47d46dc2KHJTnu&search=1
109,,110,"Infinix Note 30 RAM 8 GB ROM 256 GB Front Camera 16 MP Back Camera 64 MP + 2 MP + AI Cam Battery Type Li-Po 5000 mAh, non-removable","Rs. 47,499
Rs. 49,999-5%",No Brand,"4.2
Excellent",8,47499,4.2,Infinix,8,https://www.daraz.pk/products/30-8gb-256gb-64mp-5000mah-i430239285-s2059656609.html?spm=a2a0e.searchlist.sku.8.24631de1nkgbWx&search=1
110,,111,Galaxy A04s 4GB RAM-128GB ROM PTA APPROVED OFFICIAL BRAND WARRANNTY,"Rs. 38,999
Rs. 48,999-20%",Samsung,"3.0
Good",10,38999,3,Galaxy,4,https://www.daraz.pk/products/samsung-galaxy-a04-65-inch-display-3gb-ram-32gb-rom-i396504249-s1921861685.html?spm=a2a0e.searchlist.sku.4.6f70281bOPCOSB&search=1
111,,112,Vgotel New 12 - 2GB RAM 64GB ROM - 6.52 Inches Display - 5000mAh Battery,"Rs. 16,999
Rs. 21,500-21%",No Brand,"4.4
Excellent",7,16999,4.4,Vgotel,2,https://www.daraz.pk/products/23-8-8-16gb-256gb-5000mah-i438405502-s2132478338.html?spm=a2a0e.searchlist.sku.2.632d3024sR9ile&search=1
112,,113,Infinix Note 30 Pro - 8GB RAM 256GB ROM - 120Hz 10-bit AMOLED Eye-care Display,"Rs. 64,499
Rs. 70,000-8%",No Brand,"4.9
Excellent",7,64499,4.9,Infinix,8,https://www.daraz.pk/products/30-8gb-256gb-64mp-5000mah-i430239285-s2059656609.html?spm=a2a0e.searchlist.sku.8.24631de1nkgbWx&search=1
113,,114,"Xiaomi Poco X5 Pro 5 G RAM 8 GB ROM 256 GB Front Camera 16 MP Back Camera 108 MP + 8 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 115,000",No Brand,"4.1
Excellent",2,115000,4.1,Xiaomi,8,https://www.daraz.pk/products/x5-wach-6gb-128gb-67-5000-mah-i432587174-s2065260565.html?spm=a2a0e.searchlist.sku.6.4f83747esci9Q4&search=1
114,,115,"Xiaomi Redmi 12 , 4GB RAM 128GB ROM , 50 MP Main Camera , Fingerprint , 5000mAh Fast Charging","Rs. 38,999
Rs. 45,999-15%",No Brand,"3.8
Good",2,38999,3.8,Xiaomi,4,https://www.daraz.pk/products/redmi-note-12-8gb-ram-128gb-rom-pta-approved-official-warranty-super-fast-charging-i421521093-s1991845039.html?spm=a2a0e.searchlist.sku.2.35d46dc2dmYDVr&search=1
115,,116,Xiaomi Redmi 12 RAM 8 GB ROM 128 GB Front Camera 8 MP Back Camera 50 MP + 8 MP + 2 MP Battery Type 5000 mAh,"Rs. 44,980
Rs. 60,000-25%",No Brand,"3.4
Good",6,44980,3.4,Xiaomi,8,https://www.daraz.pk/products/redmi-note-12-8gb-ram-128gb-rom-pta-approved-official-warranty-super-fast-charging-i421521093-s1991845039.html?spm=a2a0e.searchlist.sku.2.35d46dc2dmYDVr&search=1
116,,117,"Vivo V27e , 8GB RAM , 256GB ROM , Back Camera 64 MP , Fingersensor , 4600 mAh Battery","Rs. 101,999
Rs. 133,999-24%",No Brand,"4.5
Excellent",6,101999,4.5,Vivo,8,https://www.daraz.pk/products/v27-e-8-gb-128-gb-32-mp-64-mp-2-mp-2-mp-li-po-4600-mah-i422045643-s2010724728.html?spm=a2a0e.searchlist.sku.2.61df4d70FAD0nM&search=1
117,,118,"Itel S23 , 8GB RAM 128GB ROM , 50MP Main Camera , Fingerprint , 5000mAh Battery","Rs. 30,299
Rs. 36,999-18%",No Brand,"3.5
Good",1,30299,3.5,Itel,8,https://www.daraz.pk/products/8gb-s23-128gb-50mp-5000mah-i429908133-s2048933084.html?spm=a2a0e.searchlist.sku.22.ea907882fTQgNf&search=1
